unit,layer,head,receiver,source,attention_mass,value_energy,message_norm,final_linear_support,linear_metric,strength,selection,dose,treatment,next_margin,correct_first_logp,wrong_first_logp,next_top1,candidate_first_ids,raw_native_next_margin,lm_head_rounding_error,first_metric,vocabulary_kl_from_full,correct_token_logps,correct_logp,correct_mean_logp,correct_tokens,correct_branch_first_error,wrong_token_logps,wrong_logp,wrong_mean_logp,wrong_tokens,wrong_branch_first_error,sequence_margin,mean_margin,tail_margin,first_support,sequence_support,linear_prediction,case_id,source_id,side,panel,gradient_finite_disagreement
L12H25Q468S459,12,25,468,459,0.298828125,8.088483810424805,0.5541351437568665,0.6004549264907837,sequence_margin,0.6004549264907837,signed_gradient,1.0,cut,-6.4832868576049805,-8.782881687616138,-2.299594830011157,4459,"[19079, 264]",-6.4375,0.0417556762695312,same_prefix_fp32_head_float64_log_softmax,0.0248612981066266,"[-8.782881687616138, -0.11762826010571971, -0.07144895149328807, -0.01964247377597957, -0.021301713346405914, -0.0009692510006303399, -0.00030606348303692613, -0.4578628571411986, -0.696669334346507, -1.1906798023987202]",-11.359390394707624,-1.1359390394707625,10,-0.2426996568666162,"[-2.2995948300111575, -3.1879107403224998, -0.00013333836176483927, -0.018124797774036295, -0.2073591338028043, -0.3459015068870649, -0.00013488310662437952, -0.004733440888697172, -2.7675910754127776e-05, -0.00035769686415654717, -6.067739405546861e-05]",-6.064338721323617,-0.5513035201203288,11,-0.0790056071148566,-5.295051673384007,-0.5846355193504337,1.1882351842209733,0.7655057907104492,0.5975683689021434,0.6004549264907837,14315_headwear_scope,14315,unsupported,natural,False
L8H11Q467S170,8,11,467,170,0.92578125,9.533661842346191,1.5799176692962646,-0.6838194727897644,sequence_margin,0.6838194727897644,signed_gradient,1.0,cut,-5.104676246643066,-7.08180846930389,-1.9771322226608232,4459,"[19079, 264]",-5.125,0.05535888671875,same_prefix_fp32_head_float64_log_softmax,0.0048120087561598,"[-7.08180846930389, -0.09297697864126313, -0.06923136228035584, -0.019164165044405577, -0.020523515489292037, -0.0007445124509568082, -0.0002975531041881039, -0.4314764006644974, -0.6721359343595131, -1.1678119239061]",-9.556170815244462,-0.9556170815244462,10,0.0487838794869235,"[-1.9771322226608232, -2.8434199359784627, -0.00013232444699954444, -0.01787487521950745, -0.18457328140586893, -0.3547395561738598, -0.000134521751113215, -0.004226868064822582, -2.8576603039825533e-05, -0.00030664294982319225, -4.72778142709131e-05]",-5.382616083068592,-0.4893287348244174,11,0.0524949909057439,-4.17355473217587,-0.4662883467000288,0.931121514467196,-0.6131048202514648,-0.5239285723059934,-0.6838194727897644,14315_headwear_scope,14315,unsupported,natural,False
L26H31Q468S381,26,31,468,381,0.08642578125,48.73399353027344,0.4386935830116272,0.5857037305831909,sequence_margin,0.5857037305831909,signed_gradient,1.0,cut,-6.301605224609375,-8.342976180451393,-2.0413709558420177,4459,"[19079, 264]",-6.25,0.05926513671875,same_prefix_fp32_head_float64_log_softmax,0.0002170892034338,"[-8.342976180451393, -0.11175293149631467, -0.06420225419567005, -0.020794843516000087, -0.021758658672554863, -0.0008989865344682386, -0.00029327696743352937, -0.4455034028386173, -0.6748364039696604, -1.1846480770200354]",-10.867665015662148,-1.086766501566215,10,-0.1113217787270688,"[-2.0413709558420177, -2.933154651225936, -0.00011519088907974083, -0.018201466115891247, -0.20589088490106744, -0.35787005685805057, -0.00013428710668259513, -0.004495253407293664, -2.7014091995379697e-05, -0.00033680748331252, -5.207743800079701e-05]",-5.561648645359327,-0.5056044223053934,11,0.0030836729197929,-5.306016370302821,-0.5811620792608213,0.995588854306554,0.5838241577148438,0.6085330658209571,0.5857037305831909,14315_headwear_scope,14315,unsupported,natural,False
L26H19Q468S0,26,19,468,0,0.466796875,0.0120397126302123,0.0363737344741821,-0.0048472918570041,sequence_margin,0.0048472918570041,unselected_candidate_control,1.0,cut,-5.683005332946777,-7.710387428778393,-2.027382095831616,4459,"[19079, 264]",-5.75,0.0375289916992187,same_prefix_fp32_head_float64_log_softmax,7.176943761684745e-05,"[-7.710387428778393, -0.11092056089306154, -0.06581924259411984, -0.02055695334803822, -0.0221121792180974, -0.0008857048414970893, -0.00028904047746834623, -0.4550776673064977, -0.6851442687717224, -1.1752934482265611]",-10.246486494455455,-1.0246486494455458,10,-0.1662220535481893,"[-2.0273820958316158, -2.979046818545016, -0.00011257385823566975, -0.01819164566114306, -0.20646845253610416, -0.3525436069694604, -0.00012824593173985628, -0.004423471637842813, -2.5353126937084202e-05, -0.00032706826120346003, -5.100499834753505e-05]",-5.588700337357645,-0.5080636670325132,11,-0.0163037870995865,-4.657786157097812,-0.5165849824130326,1.0252191758489655,-0.0347757339477539,-0.0396971473840519,-0.0048472918570041,14315_headwear_scope,14315,unsupported,natural,False
L18H26Q155S154,18,26,155,154,0.2080078125,9.473833084106444,0.4200593829154968,0.0158281233161687,sequence_margin,0.0158281233161687,unselected_candidate_control,1.0,cut,-5.741005897521973,-7.782997838105039,-2.041991940583066,4459,"[19079, 264]",-5.75,0.0616683959960937,same_prefix_fp32_head_float64_log_softmax,0.0002528316497424,"[-7.782997838105039, -0.11115808899906422, -0.0685986653148199, -0.02061739099325583, -0.021655186153891535, -0.0008086792045411491, -0.00029622005069957836, -0.45030039854263104, -0.6668993584287134, -1.1639741721911387]",-10.287305997983797,-1.0287305997983796,10,-0.1339597455243106,"[-2.041991940583066, -2.922253368256139, -0.00011288268789076192, -0.01816068181889795, -0.20384050864961203, -0.374097525464471, -0.0001383738433940819, -0.004501904681508012, -2.5600048845941674e-05, -0.0003176393218519722, -5.249968478230992e-05]",-5.565492925040459,-0.5059539022764054,11,-0.0267967856346365,-4.721813072943336,-0.5227766975219742,1.0191928245786368,0.0232248306274414,0.024329768461472,0.0158281233161687,14315_headwear_scope,14315,unsupported,natural,False
L14H26Q256S255,14,26,256,255,0.466796875,15.48147678375244,1.196141004562378,0.6838559508323669,sequence_margin,0.6838559508323669,signed_gradient,1.0,cut,0.5189838409423828,-3.2794225160989483,-3.798406357041331,62494,"[2107, 568]",0.5,0.0401535034179687,same_prefix_fp32_head_float64_log_softmax,0.0159585822724735,"[-3.2794225160989483, -0.14891298132844658, -0.0016372021758892586, -0.02220733380068683, -0.02985343104796103, -0.0015173035838723895, -0.00018473431762680917, -0.36516425112333706, -0.7919821947917625, -2.2019530116730057]",-6.842834959941536,-0.6842834959941536,10,-0.0224846076760063,"[-3.798406357041331, -0.00012186985010736284, -0.018385452560805763, -0.20048818806304228, -0.38737696948407163, -0.00012999496120352015, -0.004845101579547255, -2.763745203375889e-05, -0.0003396066210160809, -5.338507232299997e-05]",-4.410174562685481,-0.4410174562685481,10,0.036023311635517,-2.432660397256055,-0.2432660397256055,-2.951644238198438,-0.9143180847167968,-0.9622938739850349,0.6838559508323669,14315_headwear_scope,14315,unsupported,parallel_singular,True
L31H14Q469S469,31,14,469,469,0.9921875,159.73703002929688,13.620868682861328,-1.9064929485321045,sequence_margin,1.9064929485321045,signed_gradient,1.0,cut,0.993821144104004,-3.6017951856166164,-4.59561632972062,62494,"[2107, 568]",1.0,0.0312137603759765,same_prefix_fp32_head_float64_log_softmax,0.601995081895116,"[-3.6017951856166164, -0.14527697707120674, -0.0016975815976037598, -0.020882686614209587, -0.029821396388126042, -0.0015834303053424317, -0.00017811979030427959, -0.38289633599693634, -0.766737653406292, -2.233683580599733]",-7.18455294738637,-0.718455294738637,10,0.0435896201544099,"[-4.59561632972062, -0.0001168430984273656, -0.0184036824098388, -0.2088559302169934, -0.3508800933666445, -0.0001336764665048758, -0.0043447332418162215, -2.6682008347405056e-05, -0.00032302204166652425, -5.307145283894682e-05]",-5.178754064023698,-0.5178754064023698,10,0.0197115226202297,-2.0057988833626723,-0.2005798883362671,-2.999620027466676,-1.389155387878418,-1.3891553878784175,-1.9064929485321045,14315_headwear_scope,14315,unsupported,parallel_singular,False
L31H21Q469S381,31,21,469,381,0.0908203125,107.96715545654295,1.0350341796875,0.6144649386405945,sequence_margin,0.6144649386405945,signed_gradient,1.0,cut,-1.1079730987548828,-4.060812833429984,-2.952839734675101,62494,"[2107, 568]",-1.125,0.0568351745605468,same_prefix_fp32_head_float64_log_softmax,0.0082246839421315,"[-4.060812833429984, -0.14527697707120674, -0.0016975815976037598, -0.020882686614209587, -0.029821396388126042, -0.0015834303053424317, -0.00017811979030427959, -0.38289633599693634, -0.766737653406292, -2.233683580599733]",-7.643570595199738,-0.7643570595199738,10,0.0710294395054051,"[-2.952839734675101, -0.0001168430984273656, -0.0184036824098388, -0.2088559302169934, -0.3508800933666445, -0.0001336764665048758, -0.0043447332418162215, -2.6682008347405056e-05, -0.00032302204166652425, -5.307145283894682e-05]",-3.53597746897818,-0.3535977468978179,10,0.0028131156528661,-4.107593126221559,-0.4107593126221558,-2.999620027466676,0.7126388549804688,0.7126388549804692,0.6144649386405945,14315_headwear_scope,14315,unsupported,parallel_singular,False
L16H30Q469S469,16,30,469,469,0.8671875,14.043021202087402,2.202242374420166,-0.9313342571258544,sequence_margin,0.9313342571258544,signed_gradient,1.0,cut,0.4256477355957031,-3.725057280308315,-4.150705015904018,6913,"[2107, 568]",0.375,0.0624103546142578,same_prefix_fp32_head_float64_log_softmax,0.1345118069453685,"[-3.725057280308315, -0.1472359306361754, -0.0017972088965553404, -0.0213960685914807, -0.030071385659431033, -0.0016969914580763578, -0.00018252922579349508, -0.38265000690536743, -0.7721043352337582, -2.300574938163278]",-7.382766675078232,-0.7382766675078232,10,0.0531534007383358,"[-4.150705015904018, -0.00015899059198493662, -0.020222360092889247, -0.21269453331313704, -0.37510275447165103, -0.0001349628701861949, -0.004871955048034775, -2.8878501241071842e-05, -0.00035321301918918606, -5.6663366253826905e-05]",-4.7643293271785865,-0.4764329327178586,10,-0.0830541798280704,-2.618437347899645,-0.2618437347899645,-3.0440850834953483,-0.8209819793701172,-0.7765169233414446,-0.9313342571258544,14315_headwear_scope,14315,unsupported,parallel_singular,False
L14H9Q469S468,14,9,469,468,0.51953125,10.930018424987791,1.3146554231643677,0.5546351671218872,sequence_margin,0.5546351671218872,signed_gradient,1.0,cut,-1.0472354888916016,-3.3743570814313872,-2.3271215925397857,62494,"[2107, 568]",-1.125,0.0494518280029296,same_prefix_fp32_head_float64_log_softmax,0.0331455521232575,"[-3.3743570814313872, -0.1391542811906908, -0.0017357819623663765, -0.02344665262779968, -0.028856867163140988, -0.001565847916652011, -0.0001840981745774652, -0.38545581721618233, -0.7834288522232784, -2.2711813067895594]",-7.009366586695634,-0.7009366586695635,10,0.0880193817380354,"[-2.3271215925397857, -0.0001193495474776548, -0.017935958344140083, -0.1935074204883629, -0.3524126398328013, -0.00012391218026679206, -0.0044602679444883525, -2.4860593096063976e-05, -0.0003028278644737587, -4.825483004030447e-05]",-2.8960570841649327,-0.2896057084164932,10,0.0161657440427229,-4.113309502530702,-0.4113309502530702,-3.0660740136391,0.6519012451171875,0.7183552312896118,0.5546351671218872,14315_headwear_scope,14315,unsupported,parallel_singular,False
L26H29Q469S256,26,29,469,256,0.08447265625,106.55160522460938,0.8607216477394104,-0.5245584845542908,sequence_margin,0.5245584845542908,signed_gradient,1.0,cut,0.2369918823242187,-3.283438774449615,-3.5204306567738337,62494,"[2107, 568]",0.25,0.0536766052246093,same_prefix_fp32_head_float64_log_softmax,0.0078388947397563,"[-3.283438774449615, -0.1451221714723737, -0.0016617874725774289, -0.02060311301639666, -0.029343482720355092, -0.001573157613190957, -0.0001759026174649816, -0.37027617106291505, -0.7725650505704817, -2.257649760554812]",-6.882409371550183,-0.6882409371550182,10,0.0350590583990237,"[-3.5204306567738337, -0.00012291254700980467, -0.018718840145053546, -0.20944675236107824, -0.36344626951562425, -0.0001338364913360163, -0.0045514420432617685, -2.676891589758356e-05, -0.0003151193240478431, -5.343631132950906e-05]",-4.117246034428472,-0.4117246034428472,10,0.0388985511968753,-2.7651633371217104,-0.276516333712171,-3.002155219445929,-0.6323261260986328,-0.6297909341193795,-0.5245584845542908,14315_headwear_scope,14315,unsupported,parallel_singular,False
L26H31Q469S381,26,31,469,381,0.16796875,48.57676696777344,0.851443350315094,0.4440720379352569,sequence_margin,0.4440720379352569,signed_gradient,1.0,cut,-0.8992748260498047,-3.8608216505285022,-2.961546824478697,62494,"[2107, 568]",-0.875,0.0575752258300781,same_prefix_fp32_head_float64_log_softmax,0.0048331011851329,"[-3.8608216505285022, -0.14963008513704776, -0.0016908054142923414, -0.021415066599020555, -0.029488704147204777, -0.0015902306173216983, -0.0001750639683022075, -0.3706063971012248, -0.777859400898031, -2.2499034048276965]",-7.463180809238644,-0.7463180809238643,10,0.0626005970756211,"[-2.9615468244786975, -0.00011469959754033665, -0.018315547319172995, -0.20635241405045374, -0.3598770957288441, -0.00013256304189006088, -0.00454371523004441, -2.604096108172197e-05, -0.00032525726477515056, -5.3693404424670804e-05]",-3.551287851076925,-0.3551287851076924,10,0.0200571858207383,-3.911892958161719,-0.3911892958161718,-3.012618132111914,0.5039405822753906,0.5169386869206289,0.4440720379352569,14315_headwear_scope,14315,unsupported,parallel_singular,False
L18H20Q469S257,18,20,469,257,0.04833984375,27.970653533935547,0.207521304488182,-0.5191165804862976,sequence_margin,0.5191165804862976,signed_gradient,1.0,cut,0.1595211029052734,-3.301636503596751,-3.4611576065020246,62494,"[2107, 568]",0.25,0.0619754791259765,same_prefix_fp32_head_float64_log_softmax,0.0064782326699967,"[-3.301636503596751, -0.14692824692590972, -0.0017364695259471216, -0.02068873203770865, -0.02986626015135706, -0.0015084579017258252, -0.00017184822861393822, -0.3830723854069439, -0.7869933766994485, -2.2426017287722013]",-6.915204009246607,-0.6915204009246607,10,0.0808219709490933,"[-3.4611576065020246, -0.0001318916378494453, -0.018509372296190655, -0.2011195959367894, -0.35984121046802836, -0.0001408382470698702, -0.004458886911985563, -2.6661881774692472e-05, -0.00034243296714886207, -5.193836911171428e-05]",-4.0457804352179725,-0.4045780435217972,10,0.069177607545773,-2.8694235740286347,-0.2869423574028634,-3.028944676933908,-0.5548553466796875,-0.5255306972124552,-0.5191165804862976,14315_headwear_scope,14315,unsupported,parallel_singular,False
L27H15Q24S24,27,15,24,24,0.2060546875,25.759441375732425,0.9091255068778992,-0.0035298839211463,sequence_margin,0.0035298839211463,unselected_candidate_control,1.0,cut,-0.3793697357177734,-3.34635872201895,-2.9669889863011765,62494,"[2107, 568]",-0.375,0.0570049285888671,same_prefix_fp32_head_float64_log_softmax,0.0001361748957983,"[-3.34635872201895, -0.14710970591236291, -0.0017075242485370514, -0.020950014693151206, -0.029214966589066402, -0.0015891482147656788, -0.000180848681555167, -0.38170685395517967, -0.776046197535635, -2.2439616891407783]",-6.948825670989981,-0.6948825670989981,10,0.1062057396924172,"[-2.9669889863011765, -0.00011331943251974592, -0.01836769473802638, -0.2081306091239638, -0.35819084712708826, -0.00013170419518977232, -0.004418238243166783, -2.6279939150199557e-05, -0.0003331222717673949, -5.460480583684794e-05]",-3.556755406177886,-0.3556755406177886,10,0.0096214196240578,-3.392070264812096,-0.3392070264812095,-3.012700529094322,-0.0159645080566406,-0.0028840064289945,-0.0035298839211463,14315_headwear_scope,14315,unsupported,parallel_singular,False
L0H21Q38S0,0,21,38,0,0.82421875,0.0030391530599445,0.0448614880442619,-0.0112368008121848,sequence_margin,0.0112368008121848,unselected_candidate_control,1.0,cut,-0.3959274291992187,-3.3634543817415548,-2.967526952542336,4382,"[2107, 568]",-0.375,0.0442981719970703,same_prefix_fp32_head_float64_log_softmax,0.0024288175796918,"[-3.3634543817415548, -0.1519549022585692, -0.0017282567729700903, -0.01964877920159845, -0.026630048890710904, -0.0016541502641526898, -0.00017562438789828496, -0.3712883253071251, -0.818456962572128, -2.1867051804209208]",-6.941696611817628,-0.6941696611817628,10,0.0237377476772131,"[-2.967526952542336, -0.00011468484975491685, -0.018313551551423904, -0.20631709788777397, -0.3385698117175197, -0.00015732774064024514, -0.004947100878172223, -2.1569587322276682e-05, -0.0002992545328468649, -4.800424628586516e-05]",-3.5363153555340765,-0.3536315355534076,10,0.10822184801901,-3.4053812562835515,-0.3405381256283551,-3.0094538270843327,0.0005931854248046,0.0104269850424616,-0.0112368008121848,14315_headwear_scope,14315,unsupported,parallel_singular,False
L12H12Q660S660,12,12,660,660,0.82421875,16.12004852294922,2.474445104598999,2.5771801471710205,sequence_margin,2.5771801471710205,signed_gradient,1.0,cut,2.421703338623047,-1.5181791650129688,-3.939882503636016,304,"[927, 369]",2.5,0.0610694885253906,same_prefix_fp32_head_float64_log_softmax,0.0728266528078899,"[-1.5181791650129688, -0.0010693371845678912, -0.0005201096279922619]",-1.519768611825529,-0.5065895372751763,3,-0.0343911964411991,"[-3.9398825036360154, -0.67307123098795, -1.4077677752617055, -0.05927475382280296, -0.0001632270479766362, -0.00287673882489684, -0.010012671370764784]",-6.093048900952112,-0.8704355572788731,7,-0.1072240548322636,4.573280289126583,0.3638460200036968,2.151576950503536,1.6312847137451172,1.504505956415816,2.5771801471710205,14375_onion_stage,14375,supported,natural,False
L8H11Q657S98,8,11,657,98,0.90234375,9.27425479888916,1.6500370502471924,-1.0346981287002563,sequence_margin,1.0346981287002563,signed_gradient,1.0,cut,4.319881439208984,-0.9913189175686876,-5.311200356777672,304,"[927, 369]",4.25,0.0620403289794921,same_prefix_fp32_head_float64_log_softmax,0.0188944493218784,"[-0.9913189175686875, -0.0008766227023235754, -0.0004835554228955436]",-0.9926790956939068,-0.3308930318979688,3,0.0069679549437003,"[-5.311200356777672, -0.7277337954545479, -1.0218584499934722, -0.05480830961266093, -0.00015602778091538427, -0.0023332907749874323, -0.008995260599839093]",-7.127085490994095,-1.0181550701420137,7,-0.1462943534573533,6.134406395300188,0.6872620382440449,1.814524956091204,-0.2668933868408203,-0.0566201497577898,-1.0346981287002563,14375_onion_stage,14375,supported,natural,False
L31H14Q660S660,31,14,660,660,0.99609375,100.28523254394533,10.922513961791992,1.021632194519043,sequence_margin,1.021632194519043,signed_gradient,1.0,cut,2.7540225982666016,-1.51980669537819,-4.273829293644791,304,"[927, 369]",2.75,0.0563526153564453,same_prefix_fp32_head_float64_log_softmax,0.1506222567069711,"[-1.51980669537819, -0.0007072633966852174, -0.00032916320409284554]",-1.520843121978968,-0.5069477073263227,3,0.0300894146579473,"[-4.273829293644791, -0.6856900971543147, -1.2706081593800025, -0.05698859141037643, -0.00015904510255899127, -0.002575953011714564, -0.009812773716046216]",-6.2996639134198045,-0.8999519876314006,7,-0.1464858423798034,4.778820791440836,0.3930042803050779,2.0247981931742345,1.2989654541015625,1.2989654541015625,1.021632194519043,14375_onion_stage,14375,supported,natural,False
L12H2Q660S657,12,2,660,657,0.1552734375,15.95592975616455,0.4716330468654632,0.8643752336502075,sequence_margin,0.8643752336502075,signed_gradient,1.0,cut,2.921085357666016,-1.4001589807495574,-4.321244338415573,304,"[927, 369]",2.875,0.0578765869140625,same_prefix_fp32_head_float64_log_softmax,0.0357988701126428,"[-1.4001589807495574, -0.0007640252951059581, -0.0003435735432252622]",-1.4012665795878887,-0.4670888598626295,3,-0.0301902911887212,"[-4.321244338415573, -0.644543985758157, -1.3809831461390576, -0.05936564348333705, -0.00016948156573635192, -0.002714503991036666, -0.009182062266024379]",-6.418203161618922,-0.9168861659455604,7,-0.1365710941384872,5.016936582031033,0.4497973060829307,2.095851224365018,1.1319026947021484,1.0608496635113651,0.8643752336502075,14375_onion_stage,14375,supported,natural,False
L10H31Q660S102,10,31,660,102,0.404296875,8.257274627685547,0.7188104391098022,-0.6784135103225708,sequence_margin,0.6784135103225708,signed_gradient,1.0,cut,4.919891357421875,-0.8043728560414243,-5.724264213463299,927,"[927, 369]",4.875,0.0598468780517578,same_prefix_fp32_head_float64_log_softmax,0.023257236047339,"[-0.8043728560414243, -0.0006375682379505557, -0.0002492283274875665]",-0.8052596526068624,-0.2684198842022874,3,0.0036251752989958,"[-5.724264213463299, -0.7059634667724147, -1.251373480337391, -0.05471644827654658, -0.000154206301494976, -0.0024271962150986706, -0.00955206463593153]",-7.748451076002177,-1.1069215822860252,7,-0.1580898574435414,6.943191423395315,0.8385016980837378,2.02330006597344,-0.8669033050537109,-0.8654051778529164,-0.6784135103225708,14375_onion_stage,14375,supported,natural,False
L5H8Q660S394,5,8,660,394,0.35546875,3.170374155044556,0.4465158879756927,0.7420997023582458,sequence_margin,0.7420997023582458,signed_gradient,1.0,cut,4.020536422729492,-1.0459059066000354,-5.066442329329528,304,"[927, 369]",4.0,0.0621662139892578,same_prefix_fp32_head_float64_log_softmax,0.0013289721487837,"[-1.0459059066000354, -0.0006762052274270909, -0.00028159576924416976]",-1.0468637075967069,-0.3489545691989022,3,0.0197185629761058,"[-5.0664423293295275, -0.6557988922552149, -0.6198661823818941, -0.05605503440106797, -0.0001584474851561768, -0.0022936644390204003, -0.009420285896731247]",-6.410034836188613,-0.915719262312659,7,-0.2137505703719773,5.363171128591906,0.5667646931137568,1.3426347058624142,0.0324516296386718,0.7146151169504922,0.7420997023582458,14375_onion_stage,14375,supported,natural,False
L1H26Q41S40,1,26,41,40,0.34375,2.0641303062438965,0.3393003344535827,-0.6726965308189392,sequence_margin,0.6726965308189392,signed_gradient,1.0,cut,4.179958343505859,-0.9956061150271536,-5.175564458533013,927,"[927, 369]",4.125,0.0619430541992187,same_prefix_fp32_head_float64_log_softmax,0.0011011233697961,"[-0.9956061150271535, -0.000746557583320089, -0.00044636610398547313]",-0.9967990387144592,-0.332266346238153,3,-0.0610889264732729,"[-5.175564458533013, -0.779443338141608, -2.036320103302754, -0.053841175739301424, -0.0001540811723949004, -0.002434933423090051, -0.009894250080411416]",-8.057652340392572,-1.1510931914846532,7,0.0221860292738913,7.0608533016781125,0.8188268452465002,2.880894958172253,-0.1269702911376953,-0.983067056135714,-0.6726965308189392,14375_onion_stage,14375,supported,natural,False
L23H18Q660S604,23,18,660,604,0.306640625,20.98992729187012,1.1769638061523438,0.7242900729179382,sequence_margin,0.7242900729179382,signed_gradient,1.0,cut,3.27584457397461,-1.505628829005765,-4.781473402980375,304,"[927, 369]",3.25,0.0616569519042968,same_prefix_fp32_head_float64_log_softmax,0.0509964207037522,"[-1.5056288290057647, -0.0006974772645853383, -0.00034877479845799866]",-1.506675081068808,-0.502225027022936,3,0.0496865595588049,"[-4.7814734029803745, -0.6836588996041276, -1.2853615163486847, -0.055507664842717026, -0.00015465502064292245, -0.0026218539829414213, -0.008841772857744281]",-6.817619765637233,-0.9739456808053192,7,-0.1101244205113376,5.310944684568425,0.471720653782383,2.035100110593816,0.7771434783935542,0.7668415609739734,0.7242900729179382,14375_onion_stage,14375,supported,natural,False
L30H18Q660S600,30,18,660,600,0.05322265625,19.148143768310547,0.2077046930789947,0.00273675378412,sequence_margin,0.00273675378412,unselected_candidate_control,1.0,cut,4.064979553222656,-1.041665261899785,-5.106644815122442,304,"[927, 369]",4.0,0.0616378784179687,same_prefix_fp32_head_float64_log_softmax,2.022824195608305e-05,"[-1.041665261899785, -0.0007235222032004631, -0.00033221498902132214]",-1.0427209990920068,-0.3475736663640023,3,0.0399851436412981,"[-5.106644815122442, -0.681180995948395, -1.2692097078978914, -0.056709167821896334, -0.00015644977728092148, -0.0025985986544995055, -0.00958627351866166]",-7.1260860087410665,-1.0180122869630095,7,-0.1776019372618167,6.08336500964906,0.6704386205990072,2.018385456426404,-0.0119915008544921,-0.0055787641066613,0.00273675378412,14375_onion_stage,14375,supported,natural,False
L26H22Q660S653,26,22,660,653,0.0255126953125,4.805119514465332,0.0418712943792343,-0.0117877162992954,sequence_margin,0.0117877162992954,unselected_candidate_control,1.0,cut,4.093471527099609,-1.0228331543074864,-5.116304681407096,304,"[927, 369]",4.0,0.0565986633300781,same_prefix_fp32_head_float64_log_softmax,8.256661647626219e-05,"[-1.0228331543074864, -0.0007418985759743637, -0.00034769958884273486]",-1.0239227524723036,-0.3413075841574345,3,0.0214625439658773,"[-5.116304681407096, -0.703442908455132, -1.2661147043227767, -0.05747457514566642, -0.00016127184993026852, -0.002655699404986912, -0.009589025719106978]",-7.155742866304696,-1.0222489809006707,7,-0.2146979850654675,6.131820113832392,0.6809413967432363,2.0383485867327824,-0.0404834747314453,-0.0540338682899932,-0.0117877162992954,14375_onion_stage,14375,supported,natural,False
L12H12Q660S660,12,12,660,660,0.87109375,11.004066467285156,1.7302460670471191,0.5331191420555115,sequence_margin,0.5331191420555115,signed_gradient,1.0,cut,-1.6040954589843748,-2.6854786064003653,-1.0813831474159905,389,"[927, 369]",-1.625,0.0604934692382812,same_prefix_fp32_head_float64_log_softmax,0.0203608455347758,"[-2.6854786064003653, -0.007926209143555903, -4.116313434374048e-05]",-2.6934459786782647,-0.8978153262260883,3,-0.0077783194462615,"[-1.0813831474159905, -0.9277455084286682, -0.16226478273790626, -0.024341240519296956, -0.00012599785684105092, -0.0037445128020009797, -0.007471392680561731]",-2.2070765824412657,-0.3152966546344665,7,0.0003108287797091,-0.486369396236999,-0.5825186715916217,1.1177260627473755,0.5239791870117185,0.5609503034395309,0.5331191420555115,14375_onion_stage,14375,unsupported,natural,False
L16H30Q660S660,16,30,660,660,0.609375,14.555801391601562,1.6178584098815918,-0.3406039476394653,sequence_margin,0.3406039476394653,signed_gradient,1.0,cut,-0.7193565368652344,-1.8392748201405416,-1.1199182832753072,389,"[927, 369]",-0.75,0.0621757507324218,same_prefix_fp32_head_float64_log_softmax,0.0341801307239573,"[-1.8392748201405416, -0.005977746753668202, -3.5346734611912333e-05]",-1.8452879136288216,-0.6150959712096072,3,-0.044448842793286,"[-1.1199182832753072, -0.9209060263785539, -0.15998817658121542, -0.028412550716411123, -0.00012735829197085022, -0.004233214864929231, -0.008047380150696717]",-2.241632990259084,-0.3202332843227262,7,-0.0253753425014024,0.3963450766302621,-0.294862686886881,1.1157016134954965,-0.3607597351074219,-0.3217641694277302,-0.3406039476394653,14375_onion_stage,14375,unsupported,natural,False
L31H25Q660S660,31,25,660,660,0.462890625,56.2828369140625,3.1432487964630127,0.2959419190883636,sequence_margin,0.2959419190883636,signed_gradient,1.0,cut,-1.2886333465576172,-2.3739145687755525,-1.085281222217935,389,"[927, 369]",-1.25,0.05731201171875,same_prefix_fp32_head_float64_log_softmax,0.0037931548167272,"[-2.3739145687755525, -0.005750813901261736, -3.695401485816266e-05]",-2.3797023366916727,-0.7932341122305576,3,0.0181271376081806,"[-1.0852812222179353, -0.9595142546387565, -0.16039456968608412, -0.02757454643187314, -0.00013542332540399771, -0.004472123365234504, -0.00839402964395681]",-2.245766169309244,-0.3208237384727491,7,-0.0187916241106553,-0.133936167382429,-0.4724103737578085,1.154697179175188,0.2085170745849609,0.2085170745849609,0.2959419190883636,14375_onion_stage,14375,unsupported,natural,False
L12H17Q660S657,12,17,660,657,0.54296875,10.976348876953123,1.3660129308700562,-0.3369107246398926,sequence_margin,0.3369107246398926,signed_gradient,1.0,cut,-0.5677566528320312,-1.868710291652628,-1.3009536388205962,389,"[927, 369]",-0.5,0.062356948852539,same_prefix_fp32_head_float64_log_softmax,0.0183807042682554,"[-1.8687102916526275, -0.005791240144272629, -4.049173837700308e-05]",-1.874542023535277,-0.6248473411784257,3,-0.0004132135863188,"[-1.3009536388205962, -0.886888419942362, -0.1504432495368052, -0.027261702717011133, -0.00013513966282616233, -0.0036873872403840368, -0.00819466289347825]",-2.3775642008134628,-0.3396520286876375,7,-0.0328557006967298,0.5030221772781858,-0.2851953124907881,1.070778830110217,-0.512359619140625,-0.4284412700756539,-0.3369107246398926,14375_onion_stage,14375,unsupported,natural,False
