case_id,source_id,side,metric,pool,rank,layer,head,receiver,source,slot,attention_mass,value_energy,message_norm,lookback_gain,target_flow,norm_flow,uniform_root_flow,source_region,source_text,receiver_text,causal_measurement
14375_onion_stage,14375,supported,norm_flow,original_pool,5,27,27,657,0,0,0.94140625,0.08086702972650528,0.6433187127113342,0.008773509413003922,5.162787622761829e-06,0.0005991475933773076,7.810571290108642e-09,prompt,<|begin_of_text|>, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special,1,27,20,658,101,1,0.205078125,101.84408569335938,2.0017635822296143,0.1666933000087738,7.462302908273457e-07,0.0005155861407092819,3.3526181652762904e-05,prompt, onions, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special,2,30,17,658,21,0,0.138671875,37.66969299316406,0.9332557916641235,0.08382552862167358,8.763664702146944e-05,0.000476718660285797,1.367349193146645e-07,prompt, , cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special,3,27,14,657,21,0,0.1533203125,35.71197509765625,0.6248735785484314,0.22052496671676636,8.283726415914302e-07,0.0004572322898909886,4.330709315069857e-09,prompt, , continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special,4,27,20,659,101,1,0.2041015625,101.84408569335938,1.9922313690185547,0.2100481390953064,5.446647837740579e-07,0.00041551790564357057,2.44703688728937e-05,prompt, onions, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special,5,27,6,659,101,1,0.201171875,103.49722290039062,1.9430058002471924,0.1374865174293518,5.36846595627373e-07,0.000405250952360273,2.4119118060345433e-05,prompt, onions, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special_far,1,27,20,658,101,1,0.205078125,101.84408569335938,2.0017635822296143,0.1666933000087738,7.462302908273457e-07,0.0005155861407092819,3.3526181652762904e-05,prompt, onions, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special_far,2,30,17,658,21,0,0.138671875,37.66969299316406,0.9332557916641235,0.08382552862167358,8.763664702146944e-05,0.000476718660285797,1.367349193146645e-07,prompt, , cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special_far,3,27,14,657,21,0,0.1533203125,35.71197509765625,0.6248735785484314,0.22052496671676636,8.283726415914302e-07,0.0004572322898909886,4.330709315069857e-09,prompt, , continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special_far,4,27,20,659,101,1,0.2041015625,101.84408569335938,1.9922313690185547,0.2100481390953064,5.446647837740579e-07,0.00041551790564357057,2.44703688728937e-05,prompt, onions, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,non_special_far,5,27,6,659,101,1,0.201171875,103.49722290039062,1.9430058002471924,0.1374865174293518,5.36846595627373e-07,0.000405250952360273,2.4119118060345433e-05,prompt, onions, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,original_pool,1,27,9,651,650,0,0.431640625,37.69078063964844,2.0013628005981445,0.05601939931511879,1.165299733386711e-06,8.836417962727154e-05,0.011538076263316233,history, pot,",",not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,original_pool,2,27,29,651,650,1,0.29296875,23.378469467163086,1.1771703958511353,0.03368432819843292,7.909274354927544e-07,5.197443480081097e-05,0.007831273626865311,history, pot,",",not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,original_pool,3,27,9,656,655,1,0.298828125,68.54368591308594,1.9405574798583984,0.04635680094361305,8.856854608722058e-07,0.00016054635493548903,0.007017038202877927,history,ats, and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,original_pool,4,29,8,656,651,0,0.40625,16.487266540527344,1.2213943004608154,0.038337141275405884,3.9808244664406765e-05,0.00013490825448050925,0.005400877665672379,history,",", and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,original_pool,5,27,16,656,651,0,0.31640625,18.819564819335938,1.2091031074523926,0.053733378648757935,8.87475310272981e-07,9.316835618711435e-05,0.004606862754753859,history,",", and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special,1,27,9,651,650,0,0.431640625,37.69078063964844,2.0013628005981445,0.05601939931511879,1.165299733386711e-06,8.836417962727154e-05,0.011538076263316233,history, pot,",",not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special,2,27,29,651,650,1,0.29296875,23.378469467163086,1.1771703958511353,0.03368432819843292,7.909274354927544e-07,5.197443480081097e-05,0.007831273626865311,history, pot,",",not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special,3,27,9,656,655,1,0.298828125,68.54368591308594,1.9405574798583984,0.04635680094361305,8.856854608722058e-07,0.00016054635493548903,0.007017038202877927,history,ats, and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special,4,29,8,656,651,0,0.40625,16.487266540527344,1.2213943004608154,0.038337141275405884,3.9808244664406765e-05,0.00013490825448050925,0.005400877665672379,history,",", and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special,5,27,16,656,651,0,0.31640625,18.819564819335938,1.2091031074523926,0.053733378648757935,8.87475310272981e-07,9.316835618711435e-05,0.004606862754753859,history,",", and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special_far,1,29,8,656,645,1,0.1748046875,15.20938491821289,0.5138327479362488,0.038337141275405884,1.697353962192241e-05,5.726767086797187e-05,0.0025286463278816787,history,., and,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special_far,2,22,15,643,615,0,0.61328125,10.915562629699707,1.6058399677276611,0.7944071292877197,1.2862369791266972e-11,3.3766740285198436e-06,0.00218289852345886,history,3,".
",not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special_far,3,27,14,658,610,1,0.095703125,15.786116600036621,0.27067646384239197,0.03686213493347168,3.176418227355187e-07,4.816822110328468e-05,0.002137247930847405,history, to, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special_far,4,27,14,657,610,2,0.06591796875,15.786116600036621,0.18643531203269958,0.22052496671676636,3.0081200128827116e-07,5.444234000100053e-05,0.002024008746048334,history, to, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,uniform_root_flow,non_special_far,5,18,30,566,549,0,0.75390625,14.275358200073242,1.9975167512893677,0.7117248773574829,8.827185808665368e-15,9.965723755256993e-07,0.0019028197524018134,history,1,".
",not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,original_pool,1,30,7,659,0,0,0.92578125,0.5149344205856323,0.8844174742698669,0.02004675567150116,0.001176097749410891,0.0010856191316849365,1.7792704227093705e-06,prompt,<|begin_of_text|>, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,original_pool,2,30,4,659,0,0,0.921875,0.5149344205856323,0.6903018355369568,0.02290581911802292,0.0011711353162624017,0.0008473428961034153,1.7717629595497802e-06,prompt,<|begin_of_text|>, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,original_pool,3,30,20,659,0,0,0.90625,0.16719317436218262,0.285959929227829,0.008194558322429657,0.001151285583668445,0.0003510147496377267,1.7417331069114187e-06,prompt,<|begin_of_text|>, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,original_pool,4,30,23,659,0,0,0.796875,0.16719317436218262,0.2992623746395111,0.07537178695201874,0.0010123372993366116,0.0003673434301552092,1.5315239021733952e-06,prompt,<|begin_of_text|>, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,original_pool,5,30,20,656,0,0,0.8984375,0.16719317436218262,0.2834947407245636,0.02672281116247177,0.0009403092921815747,0.0002818642576737956,1.4225556613942163e-06,prompt,<|begin_of_text|>, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special,1,30,17,659,21,0,0.2431640625,37.66969299316406,1.6364836692810059,0.12608128786087036,0.00030100358740498505,0.0015606405865781381,4.676838763574013e-07,prompt, , beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special,2,30,30,659,90,1,0.2109375,92.74201965332031,2.271817207336426,0.09143805503845215,0.00024016711088392238,0.0013021119764121624,8.48560141874504e-06,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special,3,30,29,656,373,1,0.265625,86.68978118896484,2.6629161834716797,0.26382726430892944,0.0002210040229523377,0.000798462247867734,0.0003626175830524244,prompt, frequently, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special,4,30,2,659,658,0,0.1953125,25.64673614501953,1.051358699798584,0.04704684019088745,0.00020759064119280077,0.00034264986292129886,0.002267067522977731,history, the, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special,5,30,9,659,658,1,0.19140625,19.250144958496094,0.786558985710144,0.06331023573875427,0.00020343883228882725,0.0002563486038668019,0.0022217262153266496,history, the, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special_far,1,30,17,659,21,0,0.2431640625,37.66969299316406,1.6364836692810059,0.12608128786087036,0.00030100358740498505,0.0015606405865781381,4.676838763574013e-07,prompt, , beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special_far,2,30,30,659,90,1,0.2109375,92.74201965332031,2.271817207336426,0.09143805503845215,0.00024016711088392238,0.0013021119764121624,8.48560141874504e-06,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special_far,3,30,29,656,373,1,0.265625,86.68978118896484,2.6629161834716797,0.26382726430892944,0.0002210040229523377,0.000798462247867734,0.0003626175830524244,prompt, frequently, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special_far,4,30,26,659,204,0,0.1806640625,47.98606872558594,1.1208449602127075,0.23255428671836853,0.00019403281493243562,0.00046287688432211703,0.00010135454292957956,prompt, beer, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,target_flow,non_special_far,5,30,17,656,21,0,0.158203125,37.66969299316406,1.0647002458572388,0.13777506351470947,0.000161337437889751,0.0008224195369645403,2.5067780422274324e-07,prompt, , onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,original_pool,1,29,27,656,0,0,0.70703125,2.901578426361084,1.1341476440429688,0.01571298949420452,0.00034213020318703356,0.002615595055431618,5.175948610999009e-07,prompt,<|begin_of_text|>, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,original_pool,2,27,6,659,90,0,0.71875,75.65135192871094,5.613715171813965,0.27315229177474976,2.8327834858526538e-06,0.0024902679704358784,3.128193622492647e-05,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,original_pool,3,30,17,659,21,0,0.2431640625,37.66969299316406,1.6364836692810059,0.12608128786087036,0.00030100358740498505,0.0015606405865781381,4.676838763574013e-07,prompt, , beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,original_pool,4,30,30,659,90,1,0.2109375,92.74201965332031,2.271817207336426,0.09143805503845215,0.00024016711088392238,0.0013021119764121624,8.48560141874504e-06,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,original_pool,5,27,6,654,71,0,0.72265625,68.74464416503906,5.344976902008057,0.34051626920700073,3.5850049737786834e-06,0.0012568808796057703,8.522345046220604e-06,prompt, another, cook,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special,1,27,6,659,90,0,0.71875,75.65135192871094,5.613715171813965,0.27315229177474976,2.8327834858526538e-06,0.0024902679704358784,3.128193622492647e-05,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special,2,30,17,659,21,0,0.2431640625,37.66969299316406,1.6364836692810059,0.12608128786087036,0.00030100358740498505,0.0015606405865781381,4.676838763574013e-07,prompt, , beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special,3,30,30,659,90,1,0.2109375,92.74201965332031,2.271817207336426,0.09143805503845215,0.00024016711088392238,0.0013021119764121624,8.48560141874504e-06,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special,4,27,6,654,71,0,0.72265625,68.74464416503906,5.344976902008057,0.34051626920700073,3.5850049737786834e-06,0.0012568808796057703,8.522345046220604e-06,prompt, another, cook,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special,5,29,27,656,655,1,0.236328125,51.117393493652344,1.4986170530319214,0.01571298949420452,8.839434666532251e-05,0.0009205503328822023,0.004950866271930072,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special_far,1,27,6,659,90,0,0.71875,75.65135192871094,5.613715171813965,0.27315229177474976,2.8327834858526538e-06,0.0024902679704358784,3.128193622492647e-05,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special_far,2,30,17,659,21,0,0.2431640625,37.66969299316406,1.6364836692810059,0.12608128786087036,0.00030100358740498505,0.0015606405865781381,4.676838763574013e-07,prompt, , beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special_far,3,30,30,659,90,1,0.2109375,92.74201965332031,2.271817207336426,0.09143805503845215,0.00024016711088392238,0.0013021119764121624,8.48560141874504e-06,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special_far,4,27,6,654,71,0,0.72265625,68.74464416503906,5.344976902008057,0.34051626920700073,3.5850049737786834e-06,0.0012568808796057703,8.522345046220604e-06,prompt, another, cook,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,norm_flow,non_special_far,5,26,15,659,90,0,0.671875,47.19073486328125,3.1487748622894287,0.10998612642288208,2.6858219011913094e-07,0.0008686520455337247,1.8912404186106765e-05,prompt, mixture, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,original_pool,1,24,15,656,655,0,0.404296875,10.005634307861328,0.9884743094444275,0.013422875665128231,2.1653116789424197e-09,7.750835564047645e-05,0.010094472240966696,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,original_pool,2,24,30,657,656,0,0.5,29.20232582092285,2.229159116744995,0.018971458077430725,1.016023430168293e-09,4.6044164344869915e-05,0.007234107567746796,history, onions, in,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,original_pool,3,23,16,656,655,1,0.27734375,9.397347450256348,0.5707980990409851,0.027596820145845413,1.0769595858824226e-10,2.4760585902651943e-05,0.006930732356778916,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,original_pool,4,27,11,659,658,0,0.28125,11.482166290283203,0.6976935267448425,0.11879686266183853,1.0059570391197125e-06,0.00017011741132057467,0.00630230989372645,history, the, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,original_pool,5,29,27,656,655,1,0.236328125,51.117393493652344,1.4986170530319214,0.01571298949420452,8.839434666532251e-05,0.0009205503328822023,0.004950866271930072,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special,1,24,15,656,655,0,0.404296875,10.005634307861328,0.9884743094444275,0.013422875665128231,2.1653116789424197e-09,7.750835564047645e-05,0.010094472240966696,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special,2,24,30,657,656,0,0.5,29.20232582092285,2.229159116744995,0.018971458077430725,1.016023430168293e-09,4.6044164344869915e-05,0.007234107567746796,history, onions, in,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special,3,23,16,656,655,1,0.27734375,9.397347450256348,0.5707980990409851,0.027596820145845413,1.0769595858824226e-10,2.4760585902651943e-05,0.006930732356778916,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special,4,27,11,659,658,0,0.28125,11.482166290283203,0.6976935267448425,0.11879686266183853,1.0059570391197125e-06,0.00017011741132057467,0.00630230989372645,history, the, beer,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special,5,29,27,656,655,1,0.236328125,51.117393493652344,1.4986170530319214,0.01571298949420452,8.839434666532251e-05,0.0009205503328822023,0.004950866271930072,history, the, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special_far,1,22,15,642,616,0,0.51171875,17.381988525390625,1.612219214439392,0.7374781370162964,1.5164339516494964e-11,4.023123963119537e-06,0.0030345505776585655,history,4,".
",not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special_far,2,28,16,642,616,0,0.5390625,60.300106048583984,3.6728270053863525,0.31177204847335815,3.5393511187535708e-06,9.867710173480665e-05,0.0028014357573183076,history,4,".
",not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special_far,3,29,9,656,572,1,0.11279296875,15.54709243774414,0.3569554388523102,0.25984644889831543,4.477791840679172e-05,0.0002281008622033083,0.0026232568181988537,history, onions, onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special_far,4,29,29,656,642,1,0.0286865234375,16.69263458251953,0.10445079207420349,0.11908824741840363,1.0610483087222362e-05,6.781692305537405e-05,0.002270661377016426,history,".
", onions,not_measured_for_this_ranking
14375_onion_stage,14375,unsupported,uniform_root_flow,non_special_far,5,20,21,642,616,0,0.408203125,12.74465560913086,1.0595659017562866,0.7237681150436401,1.6228625456216108e-13,8.307401753370114e-07,0.002112944273711237,history,4,".
",not_measured_for_this_ranking
